problem_id,submission_id,token_count,file_size_bytes,clean_source,obfuscated_binary,input_file,output_file,compiler,optimization_level,is_stripped,obfuscator,obfuscation_techniques,verification_status,function_count,nloc,cc_total,cc_max,decision_points,cf_density,length_group,complexity_group,stratum,representative_random_score,length_rank,complexity_rank_within_length_group,lizard_error
p00311,s552103765,275,641,clean_src/p00311/s552103765.c,obfuscated_bin/p00311/s552103765_fla_bcf_instsub.elf,input_output/p00311/input.txt,input_output/p00311/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,41,12,12,11,26.82926829268293,short,complex,short_complex,0.46452924509160254,82,755,
p00313,s529555775,298,516,clean_src/p00313/s529555775.c,obfuscated_bin/p00313/s529555775_fla_bcf_instsub.elf,input_output/p00313/input.txt,input_output/p00313/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,35,11,11,10,28.57142857142857,short,complex,short_complex,0.9233352332647753,184,841,
p00315,s977609136,594,5579,clean_src/p00315/s977609136.c,obfuscated_bin/p00315/s977609136_fla_bcf_instsub.elf,input_output/p00315/input.txt,input_output/p00315/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,99,19,7,13,13.131313131313133,short,simple,short_simple,0.7349633331636953,1053,145,
p00316,s986033280,555,2428,clean_src/p00316/s986033280.c,obfuscated_bin/p00316/s986033280_fla_bcf_instsub.elf,input_output/p00316/input.txt,input_output/p00316/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,82,32,32,31,37.80487804878049,short,complex,short_complex,0.3928022223656702,964,1115,
p00317,s993421512,679,2699,clean_src/p00317/s993421512.c,obfuscated_bin/p00317/s993421512_fla_bcf_instsub.elf,input_output/p00317/input.txt,input_output/p00317/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,95,14,5,10,10.526315789473683,short,simple,short_simple,0.799794013286487,1254,72,
p00320,s773884591,380,833,clean_src/p00320/s773884591.c,obfuscated_bin/p00320/s773884591_fla_bcf_instsub.elf,input_output/p00320/input.txt,input_output/p00320/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,35,15,13,13,37.142857142857146,short,complex,short_complex,0.8209856739562706,480,1106,
p00321,s944141371,993,2298,clean_src/p00321/s944141371.c,obfuscated_bin/p00321/s944141371_fla_bcf_instsub.elf,input_output/p00321/input.txt,input_output/p00321/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,121,33,33,32,26.446280991735538,long,complex,long_complex,0.344333280707359,1731,664,
p00322,s594741460,286,918,clean_src/p00322/s594741460.c,obfuscated_bin/p00322/s594741460_fla_bcf_instsub.elf,input_output/p00322/input.txt,input_output/p00322/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,35,10,5,7,20.0,short,simple,short_simple,0.9110791988482191,133,431,
p00324,s765944771,334,1185,clean_src/p00324/s765944771.c,obfuscated_bin/p00324/s765944771_fla_bcf_instsub.elf,input_output/p00324/input.txt,input_output/p00324/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,42,12,4,9,21.428571428571427,short,simple,short_simple,0.9623506876073682,321,506,
p00325,s512637648,886,2359,clean_src/p00325/s512637648.c,obfuscated_bin/p00325/s512637648_fla_bcf_instsub.elf,input_output/p00325/input.txt,input_output/p00325/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,85,31,23,27,31.76470588235294,long,complex,long_complex,0.9414518906911236,1611,791,
p00326,s777566600,1688,3701,clean_src/p00326/s777566600.c,obfuscated_bin/p00326/s777566600_fla_bcf_instsub.elf,input_output/p00326/input.txt,input_output/p00326/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,133,46,24,40,30.075187969924812,long,complex,long_complex,0.7953957457343422,2152,756,
p00327,s356526576,364,723,clean_src/p00327/s356526576.c,obfuscated_bin/p00327/s356526576_fla_bcf_instsub.elf,input_output/p00327/input.txt,input_output/p00327/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,26,16,16,15,57.692307692307686,short,complex,short_complex,0.06990403927210298,414,1268,
p00329,s126912713,558,1611,clean_src/p00329/s126912713.c,obfuscated_bin/p00329/s126912713_fla_bcf_instsub.elf,input_output/p00329/input.txt,input_output/p00329/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,73,23,6,16,21.91780821917808,short,simple,short_simple,0.7939439020635372,975,531,
p00330,s593837769,301,1054,clean_src/p00330/s593837769.c,obfuscated_bin/p00330/s593837769_fla_bcf_instsub.elf,input_output/p00330/input.txt,input_output/p00330/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,14,54,18,2,4,7.4074074074074066,short,simple,short_simple,0.07553127940055993,194,23,
p00331,s113924825,275,779,clean_src/p00331/s113924825.c,obfuscated_bin/p00331/s113924825_fla_bcf_instsub.elf,input_output/p00331/input.txt,input_output/p00331/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,27,15,3,6,22.22222222222222,short,simple,short_simple,0.5413248243163065,83,540,
p00332,s219463671,374,1085,clean_src/p00332/s219463671.c,obfuscated_bin/p00332/s219463671_fla_bcf_instsub.elf,input_output/p00332/input.txt,input_output/p00332/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,37,20,8,11,29.72972972972973,short,complex,short_complex,0.13791540244686262,458,891,
p00333,s675028832,324,891,clean_src/p00333/s675028832.c,obfuscated_bin/p00333/s675028832_fla_bcf_instsub.elf,input_output/p00333/input.txt,input_output/p00333/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,10,30,15,2,5,16.666666666666664,short,simple,short_simple,0.12054766120396332,284,279,
p00334,s732913015,620,1019,clean_src/p00334/s732913015.c,obfuscated_bin/p00334/s732913015_fla_bcf_instsub.elf,input_output/p00334/input.txt,input_output/p00334/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,35,31,24,29,82.85714285714286,short,complex,short_complex,0.8980289129550351,1122,1292,
p00335,s005302854,2302,4939,clean_src/p00335/s005302854.c,obfuscated_bin/p00335/s005302854_fla_bcf_instsub.elf,input_output/p00335/input.txt,input_output/p00335/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,46,111,98,6,52,46.846846846846844,long,complex,long_complex,0.8964861989976661,2327,1098,
p00338,s623665827,1128,4289,clean_src/p00338/s623665827.c,obfuscated_bin/p00338/s623665827_fla_bcf_instsub.elf,input_output/p00338/input.txt,input_output/p00338/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,13,133,43,8,30,22.55639097744361,long,simple,long_simple,0.2650057753967041,1855,556,
p00343,s356324904,451,1268,clean_src/p00343/s356324904.c,obfuscated_bin/p00343/s356324904_fla_bcf_instsub.elf,input_output/p00343/input.txt,input_output/p00343/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,49,21,13,19,38.775510204081634,short,complex,short_complex,0.8184967041832013,691,1132,
p00344,s786480048,295,1012,clean_src/p00344/s786480048.c,obfuscated_bin/p00344/s786480048_fla_bcf_instsub.elf,input_output/p00344/input.txt,input_output/p00344/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,40,13,13,12,30.0,short,complex,short_complex,0.6601795455190937,169,901,
p00345,s360048945,273,787,clean_src/p00345/s360048945.c,obfuscated_bin/p00345/s360048945_fla_bcf_instsub.elf,input_output/p00345/input.txt,input_output/p00345/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,30,7,5,5,16.666666666666664,short,simple,short_simple,0.8891662048429718,72,283,
p00346,s978758991,1153,2850,clean_src/p00346/s978758991.c,obfuscated_bin/p00346/s978758991_fla_bcf_instsub.elf,input_output/p00346/input.txt,input_output/p00346/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,115,38,17,32,27.82608695652174,long,complex,long_complex,0.9871850715554416,1877,698,
p00347,s442150064,328,759,clean_src/p00347/s442150064.c,obfuscated_bin/p00347/s442150064_fla_bcf_instsub.elf,input_output/p00347/input.txt,input_output/p00347/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,25,9,7,7,28.000000000000004,short,complex,short_complex,0.9306533695337551,301,806,
p00352,s039385140,339,1281,clean_src/p00352/s039385140.c,obfuscated_bin/p00352/s039385140_fla_bcf_instsub.elf,input_output/p00352/input.txt,input_output/p00352/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,15,57,19,2,4,7.017543859649122,short,simple,short_simple,0.1864145440059196,334,18,
p00353,s261462768,372,1349,clean_src/p00353/s261462768.c,obfuscated_bin/p00353/s261462768_fla_bcf_instsub.elf,input_output/p00353/input.txt,input_output/p00353/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,15,60,21,3,6,10.0,short,simple,short_simple,0.6787963562853384,447,61,
p00354,s135430978,356,1331,clean_src/p00354/s135430978.c,obfuscated_bin/p00354/s135430978_fla_bcf_instsub.elf,input_output/p00354/input.txt,input_output/p00354/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,15,58,19,2,4,6.896551724137931,short,simple,short_simple,0.43068759263127354,390,17,
p00355,s497485517,437,1453,clean_src/p00355/s497485517.c,obfuscated_bin/p00355/s497485517_fla_bcf_instsub.elf,input_output/p00355/input.txt,input_output/p00355/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,15,72,21,3,6,8.333333333333332,short,simple,short_simple,0.9009775021872439,652,33,
p00356,s589702978,382,1354,clean_src/p00356/s589702978.c,obfuscated_bin/p00356/s589702978_fla_bcf_instsub.elf,input_output/p00356/input.txt,input_output/p00356/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,15,63,21,3,6,9.523809523809524,short,simple,short_simple,0.9701807630558796,489,55,
p00357,s541357259,263,657,clean_src/p00357/s541357259.c,obfuscated_bin/p00357/s541357259_fla_bcf_instsub.elf,input_output/p00357/input.txt,input_output/p00357/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,31,10,8,8,25.806451612903224,short,complex,short_complex,0.9185814800581078,31,709,
p00358,s613861063,686,1871,clean_src/p00358/s613861063.c,obfuscated_bin/p00358/s613861063_fla_bcf_instsub.elf,input_output/p00358/input.txt,input_output/p00358/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,79,32,27,29,36.708860759493675,short,complex,short_complex,0.7857010370477134,1273,1099,
p00360,s006666623,353,903,clean_src/p00360/s006666623.c,obfuscated_bin/p00360/s006666623_fla_bcf_instsub.elf,input_output/p00360/input.txt,input_output/p00360/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,55,17,8,12,21.818181818181817,short,simple,short_simple,0.7260377350524233,379,528,
p00361,s791095192,849,2894,clean_src/p00361/s791095192.c,obfuscated_bin/p00361/s791095192_fla_bcf_instsub.elf,input_output/p00361/input.txt,input_output/p00361/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,6,97,30,16,24,24.742268041237114,long,simple,long_simple,0.09106790381929053,1547,609,
p00363,s414227134,396,1350,clean_src/p00363/s414227134.c,obfuscated_bin/p00363/s414227134_fla_bcf_instsub.elf,input_output/p00363/input.txt,input_output/p00363/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,72,25,11,16,22.22222222222222,short,simple,short_simple,0.5834453633701165,528,545,
p00364,s863768787,297,1040,clean_src/p00364/s863768787.c,obfuscated_bin/p00364/s863768787_fla_bcf_instsub.elf,input_output/p00364/input.txt,input_output/p00364/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,54,16,2,7,12.962962962962962,short,simple,short_simple,0.6524335238718943,177,138,
p00365,s007451502,425,1172,clean_src/p00365/s007451502.c,obfuscated_bin/p00365/s007451502_fla_bcf_instsub.elf,input_output/p00365/input.txt,input_output/p00365/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,56,16,2,7,12.5,short,simple,short_simple,0.7881008904443862,624,124,
p00366,s360094516,428,1276,clean_src/p00366/s360094516.c,obfuscated_bin/p00366/s360094516_fla_bcf_instsub.elf,input_output/p00366/input.txt,input_output/p00366/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,67,18,4,9,13.432835820895523,short,simple,short_simple,0.3742192241695512,634,154,
p00367,s443417920,696,1928,clean_src/p00367/s443417920.c,obfuscated_bin/p00367/s443417920_fla_bcf_instsub.elf,input_output/p00367/input.txt,input_output/p00367/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,55,20,17,17,30.909090909090907,short,complex,short_complex,0.999490644192234,1293,936,
p00368,s213628550,371,851,clean_src/p00368/s213628550.c,obfuscated_bin/p00368/s213628550_fla_bcf_instsub.elf,input_output/p00368/input.txt,input_output/p00368/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,35,17,15,15,42.857142857142854,short,complex,short_complex,0.4294574125368611,444,1191,
p00369,s249867047,542,1400,clean_src/p00369/s249867047.c,obfuscated_bin/p00369/s249867047_fla_bcf_instsub.elf,input_output/p00369/input.txt,input_output/p00369/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,72,32,23,29,40.27777777777778,short,complex,short_complex,0.7916116189905102,932,1148,
p00380,s204890965,501,1751,clean_src/p00380/s204890965.c,obfuscated_bin/p00380/s204890965_fla_bcf_instsub.elf,input_output/p00380/input.txt,input_output/p00380/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,83,17,15,14,16.867469879518072,short,simple,short_simple,0.7589603547817304,824,291,
p00382,s417891143,445,1484,clean_src/p00382/s417891143.c,obfuscated_bin/p00382/s417891143_fla_bcf_instsub.elf,input_output/p00382/input.txt,input_output/p00382/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,60,16,6,11,18.333333333333332,short,simple,short_simple,0.9818649331706966,672,363,
p00383,s722638108,476,1843,clean_src/p00383/s722638108.c,obfuscated_bin/p00383/s722638108_fla_bcf_instsub.elf,input_output/p00383/input.txt,input_output/p00383/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,4,69,15,7,11,15.942028985507244,short,simple,short_simple,0.851270733011986,760,254,
p00385,s462313398,545,1889,clean_src/p00385/s462313398.c,obfuscated_bin/p00385/s462313398_fla_bcf_instsub.elf,input_output/p00385/input.txt,input_output/p00385/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,5,82,15,7,10,12.195121951219512,short,simple,short_simple,0.7118513270152285,937,121,
p00390,s970549199,301,973,clean_src/p00390/s970549199.c,obfuscated_bin/p00390/s970549199_fla_bcf_instsub.elf,input_output/p00390/input.txt,input_output/p00390/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,44,12,2,5,11.363636363636363,short,simple,short_simple,0.959076720576764,195,93,
p00391,s926512212,388,1212,clean_src/p00391/s926512212.c,obfuscated_bin/p00391/s926512212_fla_bcf_instsub.elf,input_output/p00391/input.txt,input_output/p00391/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,7,59,13,3,6,10.16949152542373,short,simple,short_simple,0.897601826972633,505,64,
p00392,s137837328,355,867,clean_src/p00392/s137837328.c,obfuscated_bin/p00392/s137837328_fla_bcf_instsub.elf,input_output/p00392/input.txt,input_output/p00392/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,42,15,9,12,28.57142857142857,short,complex,short_complex,0.7965306526331014,384,837,
p00399,s890150915,278,1009,clean_src/p00399/s890150915.c,obfuscated_bin/p00399/s890150915_fla_bcf_instsub.elf,input_output/p00399/input.txt,input_output/p00399/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,51,16,3,7,13.725490196078432,short,simple,short_simple,0.6985171418605884,97,170,
p00400,s928950339,318,1170,clean_src/p00400/s928950339.c,obfuscated_bin/p00400/s928950339_fla_bcf_instsub.elf,input_output/p00400/input.txt,input_output/p00400/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,60,17,3,8,13.333333333333334,short,simple,short_simple,0.5388687064039174,258,149,
p00401,s750823745,284,1017,clean_src/p00401/s750823745.c,obfuscated_bin/p00401/s750823745_fla_bcf_instsub.elf,input_output/p00401/input.txt,input_output/p00401/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,51,17,3,8,15.686274509803921,short,simple,short_simple,0.8066302521370151,126,240,
p00402,s298693407,332,1082,clean_src/p00402/s298693407.c,obfuscated_bin/p00402/s298693407_fla_bcf_instsub.elf,input_output/p00402/input.txt,input_output/p00402/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,52,16,3,7,13.461538461538462,short,simple,short_simple,0.5921927502147989,316,155,
p00403,s160705713,304,1139,clean_src/p00403/s160705713.c,obfuscated_bin/p00403/s160705713_fla_bcf_instsub.elf,input_output/p00403/input.txt,input_output/p00403/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,78,17,17,16,20.51282051282051,short,simple,short_simple,0.6722286978248364,210,465,
p00404,s230032683,364,980,clean_src/p00404/s230032683.c,obfuscated_bin/p00404/s230032683_fla_bcf_instsub.elf,input_output/p00404/input.txt,input_output/p00404/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,37,13,13,12,32.432432432432435,short,complex,short_complex,0.4510504630494929,415,981,
p00405,s941074177,265,920,clean_src/p00405/s941074177.c,obfuscated_bin/p00405/s941074177_fla_bcf_instsub.elf,input_output/p00405/input.txt,input_output/p00405/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,38,12,8,9,23.684210526315788,short,simple,short_simple,0.807287342761041,36,610,
p00409,s707954509,368,867,clean_src/p00409/s707954509.c,obfuscated_bin/p00409/s707954509_fla_bcf_instsub.elf,input_output/p00409/input.txt,input_output/p00409/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,39,12,12,11,28.205128205128204,short,complex,short_complex,0.43711913361967536,427,822,
p00412,s510901257,494,1204,clean_src/p00412/s510901257.c,obfuscated_bin/p00412/s510901257_fla_bcf_instsub.elf,input_output/p00412/input.txt,input_output/p00412/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,58,14,9,11,18.96551724137931,short,simple,short_simple,0.9562296254343914,808,384,
p00413,s276717676,269,619,clean_src/p00413/s276717676.c,obfuscated_bin/p00413/s276717676_fla_bcf_instsub.elf,input_output/p00413/input.txt,input_output/p00413/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,31,10,10,9,29.03225806451613,short,complex,short_complex,0.6013110671038547,53,861,
p00415,s994647991,422,1083,clean_src/p00415/s994647991.c,obfuscated_bin/p00415/s994647991_fla_bcf_instsub.elf,input_output/p00415/input.txt,input_output/p00415/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,42,15,9,12,28.57142857142857,short,complex,short_complex,0.4056789529185175,618,838,
p00423,s701950825,269,966,clean_src/p00423/s701950825.c,obfuscated_bin/p00423/s701950825_fla_bcf_instsub.elf,input_output/p00423/input.txt,input_output/p00423/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,34,6,3,4,11.76470588235294,short,simple,short_simple,0.9059879565665672,54,104,
p00424,s202272128,541,1572,clean_src/p00424/s202272128.c,obfuscated_bin/p00424/s202272128_fla_bcf_instsub.elf,input_output/p00424/input.txt,input_output/p00424/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,46,21,21,20,43.47826086956522,short,complex,short_complex,0.8091020576305836,928,1197,
p00425,s263546119,723,4332,clean_src/p00425/s263546119.c,obfuscated_bin/p00425/s263546119_fla_bcf_instsub.elf,input_output/p00425/input.txt,input_output/p00425/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,9,130,15,4,6,4.615384615384616,long,simple,long_simple,0.42275135301608424,1341,11,
p00426,s943038596,1626,7028,clean_src/p00426/s943038596.c,obfuscated_bin/p00426/s943038596_fla_bcf_instsub.elf,input_output/p00426/input.txt,input_output/p00426/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,30,276,61,12,31,11.231884057971014,long,simple,long_simple,0.4889094840440952,2119,102,
p00427,s971013628,377,867,clean_src/p00427/s971013628.c,obfuscated_bin/p00427/s971013628_fla_bcf_instsub.elf,input_output/p00427/input.txt,input_output/p00427/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,57,16,16,15,26.31578947368421,short,complex,short_complex,0.7727994893410707,467,732,
p00428,s913166059,438,1085,clean_src/p00428/s913166059.c,obfuscated_bin/p00428/s913166059_fla_bcf_instsub.elf,input_output/p00428/input.txt,input_output/p00428/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,56,14,8,12,21.428571428571427,short,simple,short_simple,0.6118900726505293,655,509,
p00429,s479751334,441,1265,clean_src/p00429/s479751334.c,obfuscated_bin/p00429/s479751334_fla_bcf_instsub.elf,input_output/p00429/input.txt,input_output/p00429/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,82,16,9,14,17.073170731707318,short,simple,short_simple,0.9789494868869247,661,304,
p00430,s874528106,264,797,clean_src/p00430/s874528106.c,obfuscated_bin/p00430/s874528106_fla_bcf_instsub.elf,input_output/p00430/input.txt,input_output/p00430/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,2,40,12,10,10,25.0,short,complex,short_complex,0.6896257220968987,34,669,
p00431,s326042785,477,1684,clean_src/p00431/s326042785.c,obfuscated_bin/p00431/s326042785_fla_bcf_instsub.elf,input_output/p00431/input.txt,input_output/p00431/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,3,72,20,12,17,23.61111111111111,short,simple,short_simple,0.9994326457328615,763,607,
p00432,s417568115,1086,2305,clean_src/p00432/s417568115.c,obfuscated_bin/p00432/s417568115_fla_bcf_instsub.elf,input_output/p00432/input.txt,input_output/p00432/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,8,107,34,9,26,24.299065420560748,long,simple,long_simple,0.6727202117953817,1815,602,
p00434,s809574497,297,551,clean_src/p00434/s809574497.c,obfuscated_bin/p00434/s809574497_fla_bcf_instsub.elf,input_output/p00434/input.txt,input_output/p00434/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,41,12,12,11,26.82926829268293,short,complex,short_complex,0.7366806930046224,178,756,
p00435,s262341890,608,1526,clean_src/p00435/s262341890.c,obfuscated_bin/p00435/s262341890_fla_bcf_instsub.elf,input_output/p00435/input.txt,input_output/p00435/output.txt,llvm-clang-14,O0,True,OLLVM_Heroims_NewPass,"[""BCF"", ""FLA"", ""INSTSUB""]",SUCCESS,1,114,27,27,26,22.807017543859647,short,simple,short_simple,0.9735761072533584,1085,571,
